Index,Company Name,Symbol,Price,Sector,Industry,NAICS,Beta,PE,EPS
872,Empire Co Cl A NV,EMP.A,30.18,Consumer Defensive,Retail - Defensive,All Other Specialty Food Stores(445299),,,
873,Empire Life Ins Pr 1,EML.PR.A,22.82,Financial Services,Insurance,All Other Insurance Related Activities(524298),,,
874,Enbridge 5.50% Pr,ENB.PR.A,22.87,Energy,Oil & Gas,All Other Pipeline Transportation(486990),,,
875,Enbridge Inc Sr B Pr,ENB.PR.B,10.05,Energy,Oil & Gas,All Other Pipeline Transportation(486990),,,
876,Enbridge Inc Sr C Pr,ENB.PR.C,9.76,Energy,Oil & Gas,All Other Pipeline Transportation(486990),,,
877,Enbridge Inc Sr D Pr,ENB.PR.D,11.24,Energy,Oil & Gas,All Other Pipeline Transportation(486990),,,
878,Enbridge Inc Sr F Pr,ENB.PR.F,12.00,Energy,Oil & Gas,All Other Pipeline Transportation(486990),,,
879,Enbridge Inc Sr H Pr,ENB.PR.H,10.71,Energy,Oil & Gas,All Other Pipeline Transportation(486990),,,
880,Enbridge Inc Sr N Pr,ENB.PR.N,12.91,Energy,Oil & Gas,All Other Pipeline Transportation(486990),,,
881,Enbridge Inc Sr P Pr,ENB.PR.P,11.60,Energy,Oil & Gas,All Other Pipeline Transportation(486990),,,
882,Enbridge Inc Sr R Pr,ENB.PR.T,11.35,Energy,Oil & Gas,All Other Pipeline Transportation(486990),,,
883,Enbridge Inc.,ENB,44.84,Energy,Oil & Gas,All Other Pipeline Transportation(486990),,,
884,Enbridge Ser 1 US Pr,ENB.PR.V,15.42,Energy,Oil & Gas,All Other Pipeline Transportation(486990),,,
885,Enbridge Ser 11 Pr,ENB.PF.C,11.96,Energy,Oil & Gas,All Other Pipeline Transportation(486990),,,
886,Enbridge Ser 13 Pr,ENB.PF.E,10.75,Energy,Oil & Gas,All Other Pipeline Transportation(486990),,,
887,Enbridge Ser 15 Pr,ENB.PF.G,11.00,Energy,Oil & Gas,All Other Pipeline Transportation(486990),,,
888,Enbridge Ser 17 Pr,ENB.PF.I,22.15,Energy,Oil & Gas,All Other Pipeline Transportation(486990),,,
889,Enbridge Ser 19 Pr,ENB.PF.K,20.60,Energy,Oil & Gas,All Other Pipeline Transportation(486990),,,
890,Enbridge Ser 3 Pr,ENB.PR.Y,10.89,Energy,Oil & Gas,All Other Pipeline Transportation(486990),,,
891,Enbridge Ser 5 US Pr,ENB.PF.V,14.84,Energy,Oil & Gas,All Other Pipeline Transportation(486990),,,
892,Enbridge Ser 7 Pr,ENB.PR.J,12.00,Energy,Oil & Gas,All Other Pipeline Transportation(486990),,,
893,Enbridge Ser 9 Pr,ENB.PF.A,12.24,Energy,Oil & Gas,All Other Pipeline Transportation(486990),,,
894,Enbridge Ser L US Pr,ENB.PF.U,13.95,Energy,Oil & Gas,All Other Pipeline Transportation(486990),,,
895,Enbridge Sr J US Pr,ENB.PR.U,13.66,Energy,Oil & Gas,All Other Pipeline Transportation(486990),,,
896,Endeavour Mining Ord,EDV,32.46,Basic Materials,Metals & Mining,,,,
897,Endeavour Silver J,EDR,2.835,Basic Materials,Metals & Mining,Silver Ore Mining(212222),,,
898,Enerflex Ltd.,EFX,5.45,Energy,Oil & Gas,Support Activities for Oil and Gas Operations(213112),,,
899,Energy Fuels Deb J,EFR.DB,99.50,Energy,Other Energy Sources,Uranium-Radium-Vanadium Ore Mining(212291),,,
900,Energy Fuels Inc. J,EFR,2.33,Energy,Other Energy Sources,Uranium-Radium-Vanadium Ore Mining(212291),,,
901,Energy Fuels Wt J,EFR.WT,nan,nan,nan,nan,,,
902,Energy Income Fnd Un,ENI.UN,1.30,Financial Services,Asset Management,Portfolio Management(523920),,,
903,Enerplus Corporation,ERF,3.73,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
904,Enghouse Systems Ltd,ENGH,60.61,Technology,Software,Other Computer Related Services(541519),,,
905,Ensign Engy Services,ESI,0.695,Energy,Oil & Gas,Drilling Oil and Gas Wells(213111),,,
906,Enterprise Group Inc,E,0.14,Industrials,Construction,Other Heavy and Civil Engineering Construction(237990),,,
907,Enthusiast GameHldgJ,EGLX,1.65,Communication Services,Interactive Media,Software Publishers(511210),,,
908,Entree Resources J,ETG,0.415,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
909,Equinox Gld CorpJ Wt,EQX.WT,0.61,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
910,Equinox Gold Corp. J,EQX,13.04,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
911,Equitable Group Inc.,EQB,65.49,Financial Services,Banks,Mortgage and Nonmortgage Loan Brokers(522310),,,
912,Equitable Grp Pr 3,EQB.PR.C,18.50,Financial Services,Banks,Mortgage and Nonmortgage Loan Brokers(522310),,,
913,Erdene Res Dev J,ERD,0.27,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
914,Ero Copper Corp. J,ERO,16.49,Basic Materials,Metals & Mining,"Copper, Nickel, Lead and Zinc Ore Mining(212230)",,,
915,Essential Energy Ltd,ESN,0.145,Energy,Oil & Gas,Drilling Oil and Gas Wells(213111),,,
916,Etrion Corporation J,ETX,0.215,Utilities,Utilities - Independent Power Producers,Other Electric Power Generation(221118),,,
917,Euro Sun Mining J,ESM,0.34,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
918,Euromax Resources J,EOX,0.04,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
919,European FocusDiv Un,EF.UN,6.88,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
920,Evertz Technologies,ET,14.825,Technology,Hardware,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing(334220),,,
921,Evolve AutoInnov Heg,CARS,24.51,,,,,,
922,Evolve AutoInnovUnHg,CARS.B,25.20,,,,,,
923,Evolve AutomobUnhgUS,CARS.U,nan,nan,nan,nan,,,
924,Evolve CA Pref UnHeg,DIVS,12.72,,,,,,
925,Evolve Cyber Sec Heg,CYBR,34.35,,,,,,
926,Evolve CyberSecUnHg,CYBR.B,39.03,,,,,,
927,Evolve DivStablPr Un,PREF,22.82,,,,,,
928,Evolve E-Gaming HgUn,HERO,27.28,,,,,,
929,Evolve GlbHlthUnhgUS,LIFE.U,nan,nan,nan,nan,,,
930,Evolve GlbHlthYldHeg,LIFE,21.11,,,,,,
931,Evolve GlbMatMin Heg,BASE,nan,nan,nan,nan,,,
932,Evolve Innovation Un,EDGE,23.88,,,,,,
933,Evolve USBkEnhanc Hg,CALL,12.84,,,,,,
934,Evolve USBkEnhnUhgUS,CALL.U,nan,nan,nan,nan,,,
935,Evolve USBkEnhYldUhg,CALL.B,14.83,,,,,,
936,EvolveActvGlbFxdIncm,EARN,48.91,,,,,,
937,EvolveCybrSec UnhgUS,CYBR.U,nan,nan,nan,nan,,,
938,EvolveGlbHealth Unhg,LIFE.B,23.79,,,,,,
939,EvolveGlbMatMinUnheg,BASE.B,nan,nan,nan,nan,,,
940,exactEarth Ltd. J,XCT,0.44,Technology,Hardware,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing(334511)",,,
941,Excellon Res J Wt,EXN.WT,nan,nan,nan,nan,,,
942,Excellon Resources J,EXN,0.90,Basic Materials,Metals & Mining,"Copper, Nickel, Lead and Zinc Ore Mining(212230)",,,
943,Excelsior Mining J,MIN,0.62,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
944,Exchange Incm 5.75Db,EIF.DB.K,nan,nan,nan,nan,,,
945,Exchange Income Corp,EIF,25.645,Industrials,Transportation,Scheduled Passenger Air Transportation(481111),,,
946,Exchng Incm 5.25% Db,EIF.DB.H,nan,nan,nan,nan,,,
947,Exchnge Incm J Deb,EIF.DB.J,nan,nan,nan,nan,,,
948,ExchngIncm 5y 5.25Db,EIF.DB.I,nan,nan,nan,nan,,,
949,Exco Technologies,XTC,6.295,Consumer Cyclical,Vehicles & Parts,Automotive Parts and Accessories Stores(441310),,,
950,Exemplar GrwthIncmUn,EGIF,20.95,,,,,,
951,Exemplar Invst SerUn,CORP,18.71,,,,,,
952,EXFO Inc. SV,EXF,3.94,Technology,Hardware,Other Communications Equipment Manufacturing(334290),,,
953,Extendicare 5% Deb,EXE.DB.C,nan,nan,nan,nan,,,
954,Extendicare Inc.,EXE,5.76,Healthcare,Healthcare Providers & Services,Nursing Care Facilities(623110),,,
955,Fairfax Africa SV US,FAH.U,3.10,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
956,Fairfax Fin Ser C Pr,FFH.PR.C,13.51,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
957,Fairfax Fin Ser D Pr,FFH.PR.D,11.91,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
958,Fairfax Fin Ser E Pr,FFH.PR.E,9.86,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
959,Fairfax Fin Ser F Pr,FFH.PR.F,9.30,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
960,Fairfax Fin Ser G Pr,FFH.PR.G,10.31,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
961,Fairfax Fin Ser H Pr,FFH.PR.H,10.38,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
962,Fairfax Fin Ser I Pr,FFH.PR.I,11.07,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
963,Fairfax Fin Ser J Pr,FFH.PR.J,11.00,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
964,Fairfax Fin Ser K Pr,FFH.PR.K,13.66,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
965,Fairfax Fin Ser M Pr,FFH.PR.M,16.25,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
966,Fairfax Fin SV USF,FFH.U,254.74,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
967,Fairfax Financial SV,FFH,390.41,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
968,Fairfax India SV USF,FIH.U,7.685,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
969,FAX Capital J SV,FXC,3.65,Financial Services,Capital Markets,Miscellaneous Financial Investment Activities(523999),,,
970,FAX Capital J SV Wt,FXC.WT,nan,nan,nan,nan,,,
971,Fennec Pharmaceut J,FRX,10.47,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
972,Fidelity Cdn Div L,FCCD,20.73,,,,,,
973,Fidelity CdnBndIdxUn,FCCB,25.84,,,,,,
974,Fidelity CdnLwVol L,FCCL,24.20,,,,,,
975,Fidelity CdnMoIncm L,FCMI,21.56,,,,,,
976,Fidelity GlbCore+Bnd,FCGB,24.29,,,,,,
977,Fidelity GlbMoIncm L,FCGI,22.12,,,,,,
978,Fidelity Int'l Div L,FCID,19.17,,,,,,
979,Fidelity IntlHiQual,FCIQ,30.55,,,,,,
980,Fidelity IntlLwVol L,FCIL,26.13,,,,,,
981,Fidelity US DivCur L,FCRH,22.32,,,,,,
982,Fidelity US DivCur L,FCUH,20.03,,,,,,
983,Fidelity US DivIdx L,FCUD,21.54,,,,,,
984,Fidelity US DivRtIdx,FCRR,24.19,,,,,,
985,Fidelity USlowVol Un,FCUL,30.53,,,,,,
986,FidelityCdnHiQual L,FCCQ,23.49,,,,,,
987,FidelityCdnST CrpBnd,FCSB,25.22,,,,,,
988,FidelitySysUS YldBnd,FCHY,25.12,,,,,,
989,FidelityUS CurNeuBnd,FCHH,24.24,,,,,,
990,FidelityUS HiCurNatr,FCQH,30.39,,,,,,
991,FidelityUS HiQual L,FCUQ,31.85,,,,,,
992,FidelityUS LowVolCur,FCLH,28.50,,,,,,
993,Fiera Capital 5% Deb,FSZ.DB,nan,nan,nan,nan,,,
994,Fiera Capital 5.6 Db,FSZ.DB.A,nan,nan,nan,nan,,,
995,Fiera Capital A SV,FSZ,9.33,Financial Services,Asset Management,Portfolio Management(523920),,,
996,Financial 15 Splt A,FTN,4.04,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
997,Financial 15 Splt Pr,FTN.PR.A,9.57,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
998,Finning Int'l Inc.,FTT,18.42,Industrials,Industrial Distribution,Industrial Supplies Merchant Wholesalers(423840),,,
999,Firan Tech Grp Corp.,FTG,1.79,Industrials,Aerospace & Defense,Other Electronic Component Manufacturing(334419),,,
1000,Fire & Flower Hldg J,FAF,0.70,Healthcare,Healthcare Providers & Services,Electronic Shopping and Mail-Order Houses(454110),,,
1001,Firm Cap Mtg 5.2% Db,FC.DB.G,nan,nan,nan,nan,,,
1002,Firm Cap Mtg 5.3% Db,FC.DB.E,95.00,Financial Services,Banks,Mortgage and Nonmortgage Loan Brokers(522310),,,
1003,Firm Cap Mtg 5.3% Db,FC.DB.H,nan,nan,nan,nan,,,
1004,Firm Cap Mtg 5.4% Db,FC.DB.I,nan,nan,nan,nan,,,
1005,Firm Cap Mtg 5.5% Db,FC.DB.F,nan,nan,nan,nan,,,
1006,Firm Cap Mtg 5.5% Db,FC.DB.J,nan,nan,nan,nan,,,
1007,Firm Cap Mtg Invest,FC,11.44,Financial Services,Banks,Mortgage and Nonmortgage Loan Brokers(522310),,,
1008,First Cap REIT Un,FCR.UN,13.42,Real Estate,REITs,Lessors of Other Real Estate Property(531190),,,
1009,First Majestic J,FR,14.67,Basic Materials,Metals & Mining,Silver Ore Mining(212222),,,
1010,First Mining Gold J,FF,0.335,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1011,First Nat'l Fin Corp,FN,29.75,Financial Services,Banks,Mortgage and Nonmortgage Loan Brokers(522310),,,
1012,First Quantum Mnrl J,FM,8.49,Basic Materials,Metals & Mining,"Copper Rolling, Drawing, Extruding and Alloying(331420)",,,
1013,FirstService Corp.,FSV,127.63,Real Estate,Real Estate,Offices of Real Estate Agents and Brokers(531210),,,
1014,Fission Uranium J,FCU,0.315,Energy,Other Energy Sources,Uranium-Radium-Vanadium Ore Mining(212291),,,
1015,Flaherty&CrumPref Un,FFI.UN,11.14,Financial Services,Asset Management,Portfolio Management(523920),,,
1016,Foraco Int'l SA,FAR,0.275,Basic Materials,Metals & Mining,,,,
1017,Forsys Metals Corp J,FSY,0.155,Basic Materials,Metals & Mining,Uranium-Radium-Vanadium Ore Mining(212291),,,
1018,Fortis Inc.,FTS,53.04,Utilities,Utilities - Regulated,Hydroelectric Power Generation(221111),,,
1019,Fortis Inc. 1st Pr F,FTS.PR.F,22.70,Utilities,Utilities - Regulated,Hydroelectric Power Generation(221111),,,
1020,Fortis Inc. 1st Pr G,FTS.PR.G,14.14,Utilities,Utilities - Regulated,Hydroelectric Power Generation(221111),,,
1021,Fortis Inc. 1st Pr H,FTS.PR.H,9.65,Utilities,Utilities - Regulated,Hydroelectric Power Generation(221111),,,
1022,Fortis Inc. 1st Pr J,FTS.PR.J,21.88,Utilities,Utilities - Regulated,Hydroelectric Power Generation(221111),,,
1023,Fortis Inc. 1st Pr K,FTS.PR.K,13.30,Utilities,Utilities - Regulated,Hydroelectric Power Generation(221111),,,
1024,Fortis Inc. 1st Pr M,FTS.PR.M,15.00,Utilities,Utilities - Regulated,Hydroelectric Power Generation(221111),,,
1025,Fortis Inc.1st Pr I,FTS.PR.I,9.15,Utilities,Utilities - Regulated,Hydroelectric Power Generation(221111),,,
1026,Fortuna Silver Mines,FVI,6.55,Basic Materials,Metals & Mining,Silver Ore Mining(212222),,,
1027,Fortuna Silvr Deb US,FVI.DB.U,nan,nan,nan,nan,,,
1028,Fortune Minerals J,FT,0.06,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
1029,Franco-Nevada Corp.,FNV,189.43,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1030,Franklin CA AllCap,FLCD,19.61,,,,,,
1031,Franklin FTSE EuroUK,FLUR,21.04,,,,,,
1032,Franklin FTSE Japan,FLJA,21.69,,,,,,
1033,Franklin FTSE US Idx,FLAM,23.38,,,,,,
1034,Franklin Lbty Core,FLBA,21.21,,,,,,
1035,Franklin LbtyQT Emrg,FLEM,16.45,,,,,,
1036,Franklin LbtyQT Glob,FLGD,19.10,,,,,,
1037,Franklin Lib Cor+Bnd,FLCP,nan,nan,nan,nan,,,
1038,Franklin Lib Glb Bnd,FLGA,21.31,,,,,,
1039,Franklin LibCAInvGrd,FLCI,19.78,,,,,,
1040,Franklin LibQT US Eq,FLUS,25.67,,,,,,
1041,Franklin LibQTIntlEq,FLDM,18.50,,,,,,
1042,Franklin LibRskCA Eq,FLRM,19.62,,,,,,
1043,FranklinLibSH DurBnd,FLSD,nan,nan,nan,nan,,,
1044,FranklinLibSrLoanC-H,FLSL,17.28,,,,,,
1045,FranklinLibUS InvGrd,FLUI,21.96,,,,,,
1046,Freegold Ventures J,FVL,0.58,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
1047,Freehold Royalties,FRU,3.64,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
1048,Freshii Inc. Cl A SV,FRII,1.19,Consumer Cyclical,Restaurants,Limited-Service Restaurants(722513),,,
1049,Frontera Energy Corp,FEC,3.79,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
1050,Galiano Gold Inc. J,GAU,1.61,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1051,Gamehost Inc.,GH,5.15,Consumer Cyclical,Travel & Leisure,Casino Hotels(721120),,,
1052,GDI Integrated 5%Deb,GDI.DB,nan,nan,nan,nan,,,
1053,GDI Integrated SV J,GDI,32.20,Industrials,Business Services,All Other Business Support Services(561499),,,
1054,Gear Energy Ltd.,GXE,0.205,Energy,Oil & Gas,Support Activities for Oil and Gas Operations(213112),,,
1055,"General Moly, Inc.",GMO,0.265,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
1056,Genesis Land Dev,GDC,1.14,Real Estate,Real Estate,Lessors of Residential Buildings and Dwellings(531110),,,
1057,Genworth MI Canada,MIC,31.54,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
1058,Geodrill Limited Ord,GEO,1.26,Basic Materials,Metals & Mining,,,,
1059,GFL Environment SV,GFL,27.84,Industrials,Waste Management,All Other Miscellaneous Waste Management Services(562998),,,
1060,Gibson Energy Inc,GEI,21.35,Energy,Oil & Gas,Pipeline Transportation of Crude Oil(486110),,,
1061,Gibson Energy Inc Db,GEI.DB,nan,nan,nan,nan,,,
1062,Gildan Activewear,GIL,19.78,Consumer Cyclical,Manufacturing - Apparel & Accessories,Men's and Boys' Cut and Sew Clothing Manufacturing(315220),,,
1063,Glacier Media Inc. J,GVC,0.20,Communication Services,Media - Diversified,All Other Publishers(511199),,,
1064,Glbl Div Growers Un,GDG.UN,11.75,,,Offices of Other Holding Companies(551112),,,
1065,Glbl Div GrowSplit A,GDV,8.86,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
1066,Glbl DivGrowSplit Pr,GDV.PR.A,10.02,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
1067,Glbl Innovation Div,BL.UN,nan,nan,nan,nan,,,
1068,Glbl RlEst E-Commerc,GEC.UN,nan,nan,nan,nan,,,
1069,GLG Life Tech Corp J,GLG,0.21,Consumer Defensive,Consumer Packaged Goods,Farm Management Services(115116),,,
1070,Global Atomic Corp J,GLO,0.57,Basic Materials,Metals & Mining,Uranium-Radium-Vanadium Ore Mining(212291),,,
1071,Global Tel & Util Un,HGI.UN,8.23,Financial Services,Asset Management,Portfolio Management(523920),,,
1072,Global Water Res,GWR,14.91,Utilities,Utilities - Regulated,Water Supply and Irrigation Systems(221310),,,
1073,Globex Mining Ent J,GMX,0.39,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
1074,GMP Capital Inc.,GMP,1.30,Financial Services,Capital Markets,Miscellaneous Intermediation(523910),,,
1075,GMP Capital Ser B Pr,GMP.PR.B,9.05,Financial Services,Capital Markets,Miscellaneous Intermediation(523910),,,
1076,GMP Capital Ser C Pr,GMP.PR.C,9.49,Financial Services,Capital Markets,Miscellaneous Intermediation(523910),,,
1077,goeasy Ltd 5.75% Deb,GSY.DB,nan,nan,nan,nan,,,
1078,goeasy Ltd.,GSY,53.74,Financial Services,Credit Services,Consumer Lending(522291),,,
1079,GoGold Resources J,GGD,0.87,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
1080,Gold Springs Res J,GRC,0.085,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1081,Gold Stand Venture J,GSV,0.99,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1082,Golden Minerals J,AUMN,0.51,Basic Materials,Metals & Mining,All Other Miscellaneous Fabricated Metal Product Manufacturing(332999),,,
1083,Golden Star Resource,GSC,4.06,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1084,Goldgroup Mining J,GGA,0.025,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1085,GoldMining Inc. J,GOLD,1.53,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1086,GoldMoney Inc.,XAU,2.30,Financial Services,Capital Markets,Commodity Contracts Dealing(523130),,,
1087,Goodfellow Inc.,GDL,4.09,Basic Materials,Forest Products,All Other Miscellaneous Wood Product Manufacturing(321999),,,
1088,Goodfood Market J,FOOD,4.35,Consumer Cyclical,Personal Services,Supermarkets and Other Grocery (except Convenience) Stores(445110),,,
1089,Goodfood Mkt J Deb,FOOD.DB,nan,nan,nan,nan,,,
1090,Gran Colombia B Wt,GCM.WT.B,4.95,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1091,Gran Colombia Gold,GCM,7.11,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1092,Gran Colombia Nt USF,GCM.NT.U,nan,nan,nan,nan,,,
1093,Gran Tierra Energy J,GTE,0.33,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
1094,Granite Rl Est Tr Un,GRT.UN,67.94,Real Estate,REITs,Other Activities Related to Real Estate(531390),,,
1095,Great Cdn Gaming,GC,28.31,Consumer Cyclical,Travel & Leisure,Other Gambling Industries(713290),,,
1096,Great Cdn Gaming Deb,GC.DB,nan,nan,nan,nan,,,
1097,Great-West Lifeco,GWO,22.14,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1098,Green OrgancHldgJ Wt,TGOD.WT,nan,nan,nan,nan,,,
1099,Green OrganHldgJ AWt,TGOD.WS,nan,nan,nan,nan,,,
1100,Green Organic Hldg J,TGOD,0.425,Healthcare,Drug Manufacturers,Medicinal and Botanical Manufacturing(325411),,,
1101,Greenbrook TMS Inc J,GTMS,1.53,Healthcare,Healthcare Providers & Services,Specialty (except Psychiatric and Substance Abuse) Hospitals(622310),,,
1102,Gt Panther Mining J,GPR,0.65,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
1103,Gt-West Lifeco Pr F,GWO.PR.F,24.97,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1104,Gt-West Lifeco Pr G,GWO.PR.G,22.35,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1105,Gt-West Lifeco Pr H,GWO.PR.H,20.99,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1106,Gt-West Lifeco Pr I,GWO.PR.I,19.54,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1107,Gt-West Lifeco Pr L,GWO.PR.L,23.76,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1108,Gt-West Lifeco Pr M,GWO.PR.M,24.15,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1109,Gt-West Lifeco Pr N,GWO.PR.N,9.30,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1110,Gt-West Lifeco Pr O,GWO.PR.O,9.20,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1111,Gt-West Lifeco Pr P,GWO.PR.P,23.43,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1112,Gt-West Lifeco Pr Q,GWO.PR.Q,22.41,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1113,Gt-West Lifeco Pr R,GWO.PR.R,21.06,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1114,Gt-West Lifeco Pr S,GWO.PR.S,22.40,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1115,Gt-West Lifeco Pr T,GWO.PR.T,22.25,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1116,Guardian Cap Cl A NV,GCG.A,20.90,Financial Services,Asset Management,Miscellaneous Intermediation(523910),,,
1117,Guardian Capital,GCG,21.05,Financial Services,Asset Management,Miscellaneous Intermediation(523910),,,
